len,state,sum
7,"[2, 2, 4, 8, 64, 512, 1024]",1616
7,"[4, 4, 8, 32, 32, 512, 1024]",1616
6,"[2, 8, 8, 64, 512, 1024]",1618
7,"[2, 4, 4, 8, 64, 512, 1024]",1618
6,"[2, 2, 16, 64, 512, 1024]",1620
6,"[4, 8, 8, 64, 512, 1024]",1620
7,"[2, 2, 8, 8, 64, 512, 1024]",1620
7,"[4, 4, 4, 8, 64, 512, 1024]",1620
6,"[2, 4, 16, 64, 512, 1024]",1622
7,"[2, 4, 8, 8, 64, 512, 1024]",1622
6,"[4, 4, 16, 64, 512, 1024]",1624
7,"[2, 2, 4, 16, 64, 512, 1024]",1624
7,"[4, 4, 8, 8, 64, 512, 1024]",1624
6,"[2, 8, 16, 64, 512, 1024]",1626
7,"[2, 4, 4, 16, 64, 512, 1024]",1626
6,"[4, 8, 16, 64, 512, 1024]",1628
7,"[2, 2, 8, 16, 64, 512, 1024]",1628
7,"[4, 4, 4, 16, 64, 512, 1024]",1628
7,"[2, 4, 8, 16, 64, 512, 1024]",1630
7,"[4, 4, 8, 16, 64, 512, 1024]",1632
8,"[2, 2, 4, 8, 16, 64, 512, 1024]",1632
7,"[2, 8, 8, 16, 64, 512, 1024]",1634
8,"[2, 4, 4, 8, 16, 64, 512, 1024]",1634
7,"[2, 2, 16, 16, 64, 512, 1024]",1636
7,"[4, 8, 8, 16, 64, 512, 1024]",1636
8,"[2, 2, 8, 8, 16, 64, 512, 1024]",1636
8,"[4, 4, 4, 8, 16, 64, 512, 1024]",1636
6,"[2, 4, 32, 64, 512, 1024]",1638
7,"[2, 4, 16, 16, 64, 512, 1024]",1638
8,"[2, 4, 8, 8, 16, 64, 512, 1024]",1638
6,"[4, 4, 32, 64, 512, 1024]",1640
7,"[2, 2, 4, 32, 64, 512, 1024]",1640
7,"[4, 4, 16, 16, 64, 512, 1024]",1640
8,"[2, 2, 4, 16, 16, 64, 512, 1024]",1640
8,"[4, 4, 8, 8, 16, 64, 512, 1024]",1640
6,"[2, 8, 32, 64, 512, 1024]",1642
7,"[2, 4, 4, 32, 64, 512, 1024]",1642
7,"[2, 8, 16, 16, 64, 512, 1024]",1642
8,"[2, 4, 4, 16, 16, 64, 512, 1024]",1642
6,"[4, 8, 32, 64, 512, 1024]",1644
7,"[2, 2, 8, 32, 64, 512, 1024]",1644
7,"[4, 4, 4, 32, 64, 512, 1024]",1644
7,"[4, 8, 16, 16, 64, 512, 1024]",1644
7,"[2, 4, 8, 32, 64, 512, 1024]",1646
7,"[4, 4, 8, 32, 64, 512, 1024]",1648
8,"[2, 2, 4, 8, 32, 64, 512, 1024]",1648
7,"[2, 8, 8, 32, 64, 512, 1024]",1650
8,"[2, 4, 4, 8, 32, 64, 512, 1024]",1650
7,"[2, 2, 16, 32, 64, 512, 1024]",1652
7,"[4, 8, 8, 32, 64, 512, 1024]",1652
8,"[2, 2, 8, 8, 32, 64, 512, 1024]",1652
8,"[4, 4, 4, 8, 32, 64, 512, 1024]",1652
7,"[2, 4, 16, 32, 64, 512, 1024]",1654
8,"[2, 4, 8, 8, 32, 64, 512, 1024]",1654
7,"[4, 4, 16, 32, 64, 512, 1024]",1656
8,"[2, 2, 4, 16, 32, 64, 512, 1024]",1656
8,"[4, 4, 8, 8, 32, 64, 512, 1024]",1656
7,"[2, 8, 16, 32, 64, 512, 1024]",1658
8,"[2, 4, 4, 16, 32, 64, 512, 1024]",1658
7,"[4, 8, 16, 32, 64, 512, 1024]",1660
8,"[2, 2, 8, 16, 32, 64, 512, 1024]",1660
8,"[4, 4, 4, 16, 32, 64, 512, 1024]",1660
8,"[2, 4, 8, 16, 32, 64, 512, 1024]",1662
8,"[4, 4, 8, 16, 32, 64, 512, 1024]",1664
9,"[2, 2, 4, 8, 16, 32, 64, 512, 1024]",1664
8,"[2, 8, 8, 16, 32, 64, 512, 1024]",1666
9,"[2, 4, 4, 8, 16, 32, 64, 512, 1024]",1666
8,"[2, 2, 16, 16, 32, 64, 512, 1024]",1668
8,"[4, 8, 8, 16, 32, 64, 512, 1024]",1668
9,"[2, 2, 8, 8, 16, 32, 64, 512, 1024]",1668
9,"[4, 4, 4, 8, 16, 32, 64, 512, 1024]",1668
7,"[2, 4, 32, 32, 64, 512, 1024]",1670
8,"[2, 4, 16, 16, 32, 64, 512, 1024]",1670
9,"[2, 4, 8, 8, 16, 32, 64, 512, 1024]",1670
7,"[2, 2, 4, 64, 64, 512, 1024]",1672
7,"[4, 4, 32, 32, 64, 512, 1024]",1672
8,"[2, 2, 4, 32, 32, 64, 512, 1024]",1672
8,"[4, 4, 16, 16, 32, 64, 512, 1024]",1672
9,"[2, 2, 4, 16, 16, 32, 64, 512, 1024]",1672
9,"[4, 4, 8, 8, 16, 32, 64, 512, 1024]",1672
6,"[2, 4, 4, 128, 512, 1024]",1674
6,"[2, 8, 64, 64, 512, 1024]",1674
7,"[2, 4, 4, 64, 64, 512, 1024]",1674
7,"[2, 8, 32, 32, 64, 512, 1024]",1674
8,"[2, 4, 4, 32, 32, 64, 512, 1024]",1674
8,"[2, 8, 16, 16, 32, 64, 512, 1024]",1674
9,"[2, 4, 4, 16, 16, 32, 64, 512, 1024]",1674
6,"[2, 2, 8, 128, 512, 1024]",1676
6,"[4, 4, 4, 128, 512, 1024]",1676
6,"[4, 8, 64, 64, 512, 1024]",1676
7,"[2, 2, 8, 64, 64, 512, 1024]",1676
7,"[4, 4, 4, 64, 64, 512, 1024]",1676
7,"[4, 8, 32, 32, 64, 512, 1024]",1676
8,"[2, 2, 8, 32, 32, 64, 512, 1024]",1676
8,"[4, 4, 4, 32, 32, 64, 512, 1024]",1676
8,"[4, 8, 16, 16, 32, 64, 512, 1024]",1676
6,"[2, 4, 8, 128, 512, 1024]",1678
7,"[2, 4, 8, 64, 64, 512, 1024]",1678
8,"[2, 4, 8, 32, 32, 64, 512, 1024]",1678
6,"[4, 4, 8, 128, 512, 1024]",1680
7,"[2, 2, 4, 8, 128, 512, 1024]",1680
7,"[4, 4, 8, 64, 64, 512, 1024]",1680
8,"[2, 2, 4, 8, 64, 64, 512, 1024]",1680
8,"[4, 4, 8, 32, 32, 64, 512, 1024]",1680
6,"[2, 8, 8, 128, 512, 1024]",1682
7,"[2, 4, 4, 8, 128, 512, 1024]",1682
7,"[2, 8, 8, 64, 64, 512, 1024]",1682
8,"[2, 4, 4, 8, 64, 64, 512, 1024]",1682
6,"[2, 2, 16, 128, 512, 1024]",1684
6,"[4, 8, 8, 128, 512, 1024]",1684
7,"[2, 2, 8, 8, 128, 512, 1024]",1684
7,"[4, 4, 4, 8, 128, 512, 1024]",1684
7,"[4, 8, 8, 64, 64, 512, 1024]",1684
6,"[2, 4, 16, 128, 512, 1024]",1686
7,"[2, 4, 8, 8, 128, 512, 1024]",1686
6,"[4, 4, 16, 128, 512, 1024]",1688
7,"[2, 2, 4, 16, 128, 512, 1024]",1688
7,"[4, 4, 8, 8, 128, 512, 1024]",1688
6,"[2, 8, 16, 128, 512, 1024]",1690
7,"[2, 4, 4, 16, 128, 512, 1024]",1690
6,"[4, 8, 16, 128, 512, 1024]",1692
7,"[2, 2, 8, 16, 128, 512, 1024]",1692
7,"[4, 4, 4, 16, 128, 512, 1024]",1692
7,"[2, 4, 8, 16, 128, 512, 1024]",1694
7,"[4, 4, 8, 16, 128, 512, 1024]",1696
8,"[2, 2, 4, 8, 16, 128, 512, 1024]",1696
7,"[2, 8, 8, 16, 128, 512, 1024]",1698
8,"[2, 4, 4, 8, 16, 128, 512, 1024]",1698
7,"[2, 2, 16, 16, 128, 512, 1024]",1700
7,"[4, 8, 8, 16, 128, 512, 1024]",1700
8,"[2, 2, 8, 8, 16, 128, 512, 1024]",1700
8,"[4, 4, 4, 8, 16, 128, 512, 1024]",1700
6,"[2, 4, 32, 128, 512, 1024]",1702
7,"[2, 4, 16, 16, 128, 512, 1024]",1702
8,"[2, 4, 8, 8, 16, 128, 512, 1024]",1702
6,"[4, 4, 32, 128, 512, 1024]",1704
7,"[2, 2, 4, 32, 128, 512, 1024]",1704
7,"[4, 4, 16, 16, 128, 512, 1024]",1704
8,"[2, 2, 4, 16, 16, 128, 512, 1024]",1704
8,"[4, 4, 8, 8, 16, 128, 512, 1024]",1704
6,"[2, 8, 32, 128, 512, 1024]",1706
7,"[2, 4, 4, 32, 128, 512, 1024]",1706
7,"[2, 8, 16, 16, 128, 512, 1024]",1706
8,"[2, 4, 4, 16, 16, 128, 512, 1024]",1706
6,"[4, 8, 32, 128, 512, 1024]",1708
7,"[2, 2, 8, 32, 128, 512, 1024]",1708
7,"[4, 4, 4, 32, 128, 512, 1024]",1708
7,"[4, 8, 16, 16, 128, 512, 1024]",1708
7,"[2, 4, 8, 32, 128, 512, 1024]",1710
7,"[4, 4, 8, 32, 128, 512, 1024]",1712
8,"[2, 2, 4, 8, 32, 128, 512, 1024]",1712
7,"[2, 8, 8, 32, 128, 512, 1024]",1714
8,"[2, 4, 4, 8, 32, 128, 512, 1024]",1714
7,"[2, 2, 16, 32, 128, 512, 1024]",1716
7,"[4, 8, 8, 32, 128, 512, 1024]",1716
8,"[2, 2, 8, 8, 32, 128, 512, 1024]",1716
8,"[4, 4, 4, 8, 32, 128, 512, 1024]",1716
7,"[2, 4, 16, 32, 128, 512, 1024]",1718
8,"[2, 4, 8, 8, 32, 128, 512, 1024]",1718
7,"[4, 4, 16, 32, 128, 512, 1024]",1720
8,"[2, 2, 4, 16, 32, 128, 512, 1024]",1720
8,"[4, 4, 8, 8, 32, 128, 512, 1024]",1720
7,"[2, 8, 16, 32, 128, 512, 1024]",1722
8,"[2, 4, 4, 16, 32, 128, 512, 1024]",1722
7,"[4, 8, 16, 32, 128, 512, 1024]",1724
8,"[2, 2, 8, 16, 32, 128, 512, 1024]",1724
8,"[4, 4, 4, 16, 32, 128, 512, 1024]",1724
8,"[2, 4, 8, 16, 32, 128, 512, 1024]",1726
8,"[4, 4, 8, 16, 32, 128, 512, 1024]",1728
9,"[2, 2, 4, 8, 16, 32, 128, 512, 1024]",1728
8,"[2, 8, 8, 16, 32, 128, 512, 1024]",1730
9,"[2, 4, 4, 8, 16, 32, 128, 512, 1024]",1730
8,"[2, 2, 16, 16, 32, 128, 512, 1024]",1732
8,"[4, 8, 8, 16, 32, 128, 512, 1024]",1732
9,"[2, 2, 8, 8, 16, 32, 128, 512, 1024]",1732
9,"[4, 4, 4, 8, 16, 32, 128, 512, 1024]",1732
7,"[2, 4, 32, 32, 128, 512, 1024]",1734
8,"[2, 4, 16, 16, 32, 128, 512, 1024]",1734
9,"[2, 4, 8, 8, 16, 32, 128, 512, 1024]",1734
7,"[2, 2, 4, 64, 128, 512, 1024]",1736
7,"[4, 4, 32, 32, 128, 512, 1024]",1736
8,"[2, 2, 4, 32, 32, 128, 512, 1024]",1736
8,"[4, 4, 16, 16, 32, 128, 512, 1024]",1736
9,"[2, 2, 4, 16, 16, 32, 128, 512, 1024]",1736
9,"[4, 4, 8, 8, 16, 32, 128, 512, 1024]",1736
6,"[2, 8, 64, 128, 512, 1024]",1738
7,"[2, 4, 4, 64, 128, 512, 1024]",1738
7,"[2, 8, 32, 32, 128, 512, 1024]",1738
8,"[2, 4, 4, 32, 32, 128, 512, 1024]",1738
8,"[2, 8, 16, 16, 32, 128, 512, 1024]",1738
9,"[2, 4, 4, 16, 16, 32, 128, 512, 1024]",1738
6,"[4, 8, 64, 128, 512, 1024]",1740
7,"[2, 2, 8, 64, 128, 512, 1024]",1740
7,"[4, 4, 4, 64, 128, 512, 1024]",1740
7,"[4, 8, 32, 32, 128, 512, 1024]",1740
8,"[2, 2, 8, 32, 32, 128, 512, 1024]",1740
8,"[4, 4, 4, 32, 32, 128, 512, 1024]",1740
8,"[4, 8, 16, 16, 32, 128, 512, 1024]",1740
7,"[2, 4, 8, 64, 128, 512, 1024]",1742
8,"[2, 4, 8, 32, 32, 128, 512, 1024]",1742
7,"[4, 4, 8, 64, 128, 512, 1024]",1744
8,"[2, 2, 4, 8, 64, 128, 512, 1024]",1744
8,"[4, 4, 8, 32, 32, 128, 512, 1024]",1744
7,"[2, 8, 8, 64, 128, 512, 1024]",1746
8,"[2, 4, 4, 8, 64, 128, 512, 1024]",1746
7,"[2, 2, 16, 64, 128, 512, 1024]",1748
7,"[4, 8, 8, 64, 128, 512, 1024]",1748
8,"[2, 2, 8, 8, 64, 128, 512, 1024]",1748
8,"[4, 4, 4, 8, 64, 128, 512, 1024]",1748
7,"[2, 4, 16, 64, 128, 512, 1024]",1750
8,"[2, 4, 8, 8, 64, 128, 512, 1024]",1750
7,"[4, 4, 16, 64, 128, 512, 1024]",1752
8,"[2, 2, 4, 16, 64, 128, 512, 1024]",1752
8,"[4, 4, 8, 8, 64, 128, 512, 1024]",1752
7,"[2, 8, 16, 64, 128, 512, 1024]",1754
8,"[2, 4, 4, 16, 64, 128, 512, 1024]",1754
7,"[4, 8, 16, 64, 128, 512, 1024]",1756
8,"[2, 2, 8, 16, 64, 128, 512, 1024]",1756
8,"[4, 4, 4, 16, 64, 128, 512, 1024]",1756
8,"[2, 4, 8, 16, 64, 128, 512, 1024]",1758
8,"[4, 4, 8, 16, 64, 128, 512, 1024]",1760
9,"[2, 2, 4, 8, 16, 64, 128, 512, 1024]",1760
8,"[2, 8, 8, 16, 64, 128, 512, 1024]",1762
9,"[2, 4, 4, 8, 16, 64, 128, 512, 1024]",1762
8,"[2, 2, 16, 16, 64, 128, 512, 1024]",1764
8,"[4, 8, 8, 16, 64, 128, 512, 1024]",1764
9,"[2, 2, 8, 8, 16, 64, 128, 512, 1024]",1764
9,"[4, 4, 4, 8, 16, 64, 128, 512, 1024]",1764
7,"[2, 4, 32, 64, 128, 512, 1024]",1766
8,"[2, 4, 16, 16, 64, 128, 512, 1024]",1766
9,"[2, 4, 8, 8, 16, 64, 128, 512, 1024]",1766
7,"[4, 4, 32, 64, 128, 512, 1024]",1768
8,"[2, 2, 4, 32, 64, 128, 512, 1024]",1768
8,"[4, 4, 16, 16, 64, 128, 512, 1024]",1768
9,"[2, 2, 4, 16, 16, 64, 128, 512, 1024]",1768
9,"[4, 4, 8, 8, 16, 64, 128, 512, 1024]",1768
7,"[2, 8, 32, 64, 128, 512, 1024]",1770
8,"[2, 4, 4, 32, 64, 128, 512, 1024]",1770
8,"[2, 8, 16, 16, 64, 128, 512, 1024]",1770
9,"[2, 4, 4, 16, 16, 64, 128, 512, 1024]",1770
7,"[4, 8, 32, 64, 128, 512, 1024]",1772
8,"[2, 2, 8, 32, 64, 128, 512, 1024]",1772
8,"[4, 4, 4, 32, 64, 128, 512, 1024]",1772
8,"[4, 8, 16, 16, 64, 128, 512, 1024]",1772
8,"[2, 4, 8, 32, 64, 128, 512, 1024]",1774
8,"[4, 4, 8, 32, 64, 128, 512, 1024]",1776
9,"[2, 2, 4, 8, 32, 64, 128, 512, 1024]",1776
8,"[2, 8, 8, 32, 64, 128, 512, 1024]",1778
9,"[2, 4, 4, 8, 32, 64, 128, 512, 1024]",1778
8,"[2, 2, 16, 32, 64, 128, 512, 1024]",1780
8,"[4, 8, 8, 32, 64, 128, 512, 1024]",1780
9,"[2, 2, 8, 8, 32, 64, 128, 512, 1024]",1780
9,"[4, 4, 4, 8, 32, 64, 128, 512, 1024]",1780
8,"[2, 4, 16, 32, 64, 128, 512, 1024]",1782
9,"[2, 4, 8, 8, 32, 64, 128, 512, 1024]",1782
8,"[4, 4, 16, 32, 64, 128, 512, 1024]",1784
9,"[2, 2, 4, 16, 32, 64, 128, 512, 1024]",1784
9,"[4, 4, 8, 8, 32, 64, 128, 512, 1024]",1784
8,"[2, 8, 16, 32, 64, 128, 512, 1024]",1786
9,"[2, 4, 4, 16, 32, 64, 128, 512, 1024]",1786
8,"[4, 8, 16, 32, 64, 128, 512, 1024]",1788
9,"[2, 2, 8, 16, 32, 64, 128, 512, 1024]",1788
9,"[4, 4, 4, 16, 32, 64, 128, 512, 1024]",1788
9,"[2, 4, 8, 16, 32, 64, 128, 512, 1024]",1790
9,"[4, 4, 8, 16, 32, 64, 128, 512, 1024]",1792
10,"[2, 2, 4, 8, 16, 32, 64, 128, 512, 1024]",1792
9,"[2, 8, 8, 16, 32, 64, 128, 512, 1024]",1794
10,"[2, 4, 4, 8, 16, 32, 64, 128, 512, 1024]",1794
9,"[2, 2, 16, 16, 32, 64, 128, 512, 1024]",1796
9,"[4, 8, 8, 16, 32, 64, 128, 512, 1024]",1796
10,"[2, 2, 8, 8, 16, 32, 64, 128, 512, 1024]",1796
10,"[4, 4, 4, 8, 16, 32, 64, 128, 512, 1024]",1796
8,"[2, 4, 32, 32, 64, 128, 512, 1024]",1798
9,"[2, 4, 16, 16, 32, 64, 128, 512, 1024]",1798
10,"[2, 4, 8, 8, 16, 32, 64, 128, 512, 1024]",1798
8,"[2, 2, 4, 64, 64, 128, 512, 1024]",1800
8,"[4, 4, 32, 32, 64, 128, 512, 1024]",1800
9,"[2, 2, 4, 32, 32, 64, 128, 512, 1024]",1800
9,"[4, 4, 16, 16, 32, 64, 128, 512, 1024]",1800
10,"[2, 2, 4, 16, 16, 32, 64, 128, 512, 1024]",1800
10,"[4, 4, 8, 8, 16, 32, 64, 128, 512, 1024]",1800
7,"[2, 4, 4, 128, 128, 512, 1024]",1802
7,"[2, 8, 64, 64, 128, 512, 1024]",1802
8,"[2, 4, 4, 64, 64, 128, 512, 1024]",1802
8,"[2, 8, 32, 32, 64, 128, 512, 1024]",1802
9,"[2, 4, 4, 32, 32, 64, 128, 512, 1024]",1802
9,"[2, 8, 16, 16, 32, 64, 128, 512, 1024]",1802
10,"[2, 4, 4, 16, 16, 32, 64, 128, 512, 1024]",1802
6,"[2, 2, 8, 256, 512, 1024]",1804
7,"[2, 2, 8, 128, 128, 512, 1024]",1804
7,"[4, 4, 4, 128, 128, 512, 1024]",1804
7,"[4, 8, 64, 64, 128, 512, 1024]",1804
8,"[2, 2, 8, 64, 64, 128, 512, 1024]",1804
8,"[4, 4, 4, 64, 64, 128, 512, 1024]",1804
8,"[4, 8, 32, 32, 64, 128, 512, 1024]",1804
9,"[2, 2, 8, 32, 32, 64, 128, 512, 1024]",1804
9,"[4, 4, 4, 32, 32, 64, 128, 512, 1024]",1804
9,"[4, 8, 16, 16, 32, 64, 128, 512, 1024]",1804
6,"[2, 4, 8, 256, 512, 1024]",1806
7,"[2, 4, 8, 128, 128, 512, 1024]",1806
8,"[2, 4, 8, 64, 64, 128, 512, 1024]",1806
9,"[2, 4, 8, 32, 32, 64, 128, 512, 1024]",1806
6,"[4, 4, 8, 256, 512, 1024]",1808
7,"[2, 2, 4, 8, 256, 512, 1024]",1808
7,"[4, 4, 8, 128, 128, 512, 1024]",1808
8,"[2, 2, 4, 8, 128, 128, 512, 1024]",1808
8,"[4, 4, 8, 64, 64, 128, 512, 1024]",1808
9,"[2, 2, 4, 8, 64, 64, 128, 512, 1024]",1808
9,"[4, 4, 8, 32, 32, 64, 128, 512, 1024]",1808
6,"[2, 8, 8, 256, 512, 1024]",1810
7,"[2, 4, 4, 8, 256, 512, 1024]",1810
7,"[2, 8, 8, 128, 128, 512, 1024]",1810
8,"[2, 4, 4, 8, 128, 128, 512, 1024]",1810
8,"[2, 8, 8, 64, 64, 128, 512, 1024]",1810
9,"[2, 4, 4, 8, 64, 64, 128, 512, 1024]",1810
6,"[2, 2, 16, 256, 512, 1024]",1812
6,"[4, 8, 8, 256, 512, 1024]",1812
7,"[2, 2, 8, 8, 256, 512, 1024]",1812
7,"[2, 2, 16, 128, 128, 512, 1024]",1812
7,"[4, 4, 4, 8, 256, 512, 1024]",1812
7,"[4, 8, 8, 128, 128, 512, 1024]",1812
8,"[2, 2, 8, 8, 128, 128, 512, 1024]",1812
8,"[4, 4, 4, 8, 128, 128, 512, 1024]",1812
8,"[4, 8, 8, 64, 64, 128, 512, 1024]",1812
6,"[2, 4, 16, 256, 512, 1024]",1814
7,"[2, 4, 8, 8, 256, 512, 1024]",1814
7,"[2, 4, 16, 128, 128, 512, 1024]",1814
8,"[2, 4, 8, 8, 128, 128, 512, 1024]",1814
6,"[4, 4, 16, 256, 512, 1024]",1816
7,"[2, 2, 4, 16, 256, 512, 1024]",1816
7,"[4, 4, 8, 8, 256, 512, 1024]",1816
7,"[4, 4, 16, 128, 128, 512, 1024]",1816
6,"[2, 8, 16, 256, 512, 1024]",1818
7,"[2, 4, 4, 16, 256, 512, 1024]",1818
6,"[4, 8, 16, 256, 512, 1024]",1820
7,"[2, 2, 8, 16, 256, 512, 1024]",1820
7,"[4, 4, 4, 16, 256, 512, 1024]",1820
7,"[2, 4, 8, 16, 256, 512, 1024]",1822
7,"[4, 4, 8, 16, 256, 512, 1024]",1824
8,"[2, 2, 4, 8, 16, 256, 512, 1024]",1824
7,"[2, 8, 8, 16, 256, 512, 1024]",1826
8,"[2, 4, 4, 8, 16, 256, 512, 1024]",1826
7,"[2, 2, 16, 16, 256, 512, 1024]",1828
7,"[4, 8, 8, 16, 256, 512, 1024]",1828
8,"[2, 2, 8, 8, 16, 256, 512, 1024]",1828
8,"[4, 4, 4, 8, 16, 256, 512, 1024]",1828
6,"[2, 4, 32, 256, 512, 1024]",1830
7,"[2, 4, 16, 16, 256, 512, 1024]",1830
8,"[2, 4, 8, 8, 16, 256, 512, 1024]",1830
6,"[4, 4, 32, 256, 512, 1024]",1832
7,"[2, 2, 4, 32, 256, 512, 1024]",1832
7,"[4, 4, 16, 16, 256, 512, 1024]",1832
8,"[2, 2, 4, 16, 16, 256, 512, 1024]",1832
8,"[4, 4, 8, 8, 16, 256, 512, 1024]",1832
6,"[2, 8, 32, 256, 512, 1024]",1834
7,"[2, 4, 4, 32, 256, 512, 1024]",1834
7,"[2, 8, 16, 16, 256, 512, 1024]",1834
8,"[2, 4, 4, 16, 16, 256, 512, 1024]",1834
6,"[4, 8, 32, 256, 512, 1024]",1836
7,"[2, 2, 8, 32, 256, 512, 1024]",1836
7,"[4, 4, 4, 32, 256, 512, 1024]",1836
7,"[4, 8, 16, 16, 256, 512, 1024]",1836
7,"[2, 4, 8, 32, 256, 512, 1024]",1838
7,"[4, 4, 8, 32, 256, 512, 1024]",1840
8,"[2, 2, 4, 8, 32, 256, 512, 1024]",1840
7,"[2, 8, 8, 32, 256, 512, 1024]",1842
8,"[2, 4, 4, 8, 32, 256, 512, 1024]",1842
7,"[2, 2, 16, 32, 256, 512, 1024]",1844
7,"[4, 8, 8, 32, 256, 512, 1024]",1844
8,"[2, 2, 8, 8, 32, 256, 512, 1024]",1844
8,"[4, 4, 4, 8, 32, 256, 512, 1024]",1844
7,"[2, 4, 16, 32, 256, 512, 1024]",1846
8,"[2, 4, 8, 8, 32, 256, 512, 1024]",1846
7,"[4, 4, 16, 32, 256, 512, 1024]",1848
8,"[2, 2, 4, 16, 32, 256, 512, 1024]",1848
8,"[4, 4, 8, 8, 32, 256, 512, 1024]",1848
7,"[2, 8, 16, 32, 256, 512, 1024]",1850
8,"[2, 4, 4, 16, 32, 256, 512, 1024]",1850
7,"[4, 8, 16, 32, 256, 512, 1024]",1852
8,"[2, 2, 8, 16, 32, 256, 512, 1024]",1852
8,"[4, 4, 4, 16, 32, 256, 512, 1024]",1852
8,"[2, 4, 8, 16, 32, 256, 512, 1024]",1854
8,"[4, 4, 8, 16, 32, 256, 512, 1024]",1856
9,"[2, 2, 4, 8, 16, 32, 256, 512, 1024]",1856
8,"[2, 8, 8, 16, 32, 256, 512, 1024]",1858
9,"[2, 4, 4, 8, 16, 32, 256, 512, 1024]",1858
8,"[2, 2, 16, 16, 32, 256, 512, 1024]",1860
8,"[4, 8, 8, 16, 32, 256, 512, 1024]",1860
9,"[2, 2, 8, 8, 16, 32, 256, 512, 1024]",1860
9,"[4, 4, 4, 8, 16, 32, 256, 512, 1024]",1860
7,"[2, 4, 32, 32, 256, 512, 1024]",1862
8,"[2, 4, 16, 16, 32, 256, 512, 1024]",1862
9,"[2, 4, 8, 8, 16, 32, 256, 512, 1024]",1862
7,"[2, 2, 4, 64, 256, 512, 1024]",1864
7,"[4, 4, 32, 32, 256, 512, 1024]",1864
8,"[2, 2, 4, 32, 32, 256, 512, 1024]",1864
8,"[4, 4, 16, 16, 32, 256, 512, 1024]",1864
9,"[2, 2, 4, 16, 16, 32, 256, 512, 1024]",1864
9,"[4, 4, 8, 8, 16, 32, 256, 512, 1024]",1864
6,"[2, 8, 64, 256, 512, 1024]",1866
7,"[2, 4, 4, 64, 256, 512, 1024]",1866
7,"[2, 8, 32, 32, 256, 512, 1024]",1866
8,"[2, 4, 4, 32, 32, 256, 512, 1024]",1866
8,"[2, 8, 16, 16, 32, 256, 512, 1024]",1866
9,"[2, 4, 4, 16, 16, 32, 256, 512, 1024]",1866
6,"[4, 8, 64, 256, 512, 1024]",1868
7,"[2, 2, 8, 64, 256, 512, 1024]",1868
7,"[4, 4, 4, 64, 256, 512, 1024]",1868
7,"[4, 8, 32, 32, 256, 512, 1024]",1868
8,"[2, 2, 8, 32, 32, 256, 512, 1024]",1868
8,"[4, 4, 4, 32, 32, 256, 512, 1024]",1868
8,"[4, 8, 16, 16, 32, 256, 512, 1024]",1868
7,"[2, 4, 8, 64, 256, 512, 1024]",1870
8,"[2, 4, 8, 32, 32, 256, 512, 1024]",1870
7,"[4, 4, 8, 64, 256, 512, 1024]",1872
8,"[2, 2, 4, 8, 64, 256, 512, 1024]",1872
8,"[4, 4, 8, 32, 32, 256, 512, 1024]",1872
7,"[2, 8, 8, 64, 256, 512, 1024]",1874
8,"[2, 4, 4, 8, 64, 256, 512, 1024]",1874
7,"[2, 2, 16, 64, 256, 512, 1024]",1876
7,"[4, 8, 8, 64, 256, 512, 1024]",1876
8,"[2, 2, 8, 8, 64, 256, 512, 1024]",1876
8,"[4, 4, 4, 8, 64, 256, 512, 1024]",1876
7,"[2, 4, 16, 64, 256, 512, 1024]",1878
8,"[2, 4, 8, 8, 64, 256, 512, 1024]",1878
7,"[4, 4, 16, 64, 256, 512, 1024]",1880
8,"[2, 2, 4, 16, 64, 256, 512, 1024]",1880
8,"[4, 4, 8, 8, 64, 256, 512, 1024]",1880
7,"[2, 8, 16, 64, 256, 512, 1024]",1882
8,"[2, 4, 4, 16, 64, 256, 512, 1024]",1882
7,"[4, 8, 16, 64, 256, 512, 1024]",1884
8,"[2, 2, 8, 16, 64, 256, 512, 1024]",1884
8,"[4, 4, 4, 16, 64, 256, 512, 1024]",1884
8,"[2, 4, 8, 16, 64, 256, 512, 1024]",1886
8,"[4, 4, 8, 16, 64, 256, 512, 1024]",1888
9,"[2, 2, 4, 8, 16, 64, 256, 512, 1024]",1888
8,"[2, 8, 8, 16, 64, 256, 512, 1024]",1890
9,"[2, 4, 4, 8, 16, 64, 256, 512, 1024]",1890
8,"[2, 2, 16, 16, 64, 256, 512, 1024]",1892
8,"[4, 8, 8, 16, 64, 256, 512, 1024]",1892
9,"[2, 2, 8, 8, 16, 64, 256, 512, 1024]",1892
9,"[4, 4, 4, 8, 16, 64, 256, 512, 1024]",1892
7,"[2, 4, 32, 64, 256, 512, 1024]",1894
8,"[2, 4, 16, 16, 64, 256, 512, 1024]",1894
9,"[2, 4, 8, 8, 16, 64, 256, 512, 1024]",1894
7,"[4, 4, 32, 64, 256, 512, 1024]",1896
8,"[2, 2, 4, 32, 64, 256, 512, 1024]",1896
8,"[4, 4, 16, 16, 64, 256, 512, 1024]",1896
9,"[2, 2, 4, 16, 16, 64, 256, 512, 1024]",1896
9,"[4, 4, 8, 8, 16, 64, 256, 512, 1024]",1896
7,"[2, 8, 32, 64, 256, 512, 1024]",1898
8,"[2, 4, 4, 32, 64, 256, 512, 1024]",1898
8,"[2, 8, 16, 16, 64, 256, 512, 1024]",1898
